"Review_Date","Average_Score","Hotel_Name","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Total_Number_of_Reviews","Positive_Review","Review_Total_Positive_Word_Counts","Total_Number_of_Reviews_Reviewer_Has_Given","Reviewer_Score"
"3/8/2016",8.6,"Radisson Blu Hotel Amsterdam","United Kingdom","It s a city center hotel so I expect the wine prices to be a little higher but not as high as they were",26,4593,"Breakfast was excellent plenty of choice for everybody Staff could not have been nicer nothing was too much trouble",21,6,9.6
"10/9/2016",8.9,"St George s Hotel Wembley","United Kingdom","Terrible internet connection Overall a very good hotel",10,2274,"Room design and cleanliness",5,11,8.8
"2/16/2016",7.9,"Sall s Hotel Pere IV","Romania","There are rooms which are placed near the spa swimming pool There is constant noise yelling from people in the pool and water running and no air since it is closed space Only chlorine smell Those rooms could be cheaper than the rest",45,3130,"No Positive",0,1,6.7
"10/5/2016",9.2,"Sofitel Legend The Grand Amsterdam","Saudi Arabia","Rooms a bit too small size",7,870,"Amazing everything",3,3,9.6
"1/28/2017",8.6,"Radisson Blu Hotel Amsterdam","Finland","Quite cold in the room we asked the reception and asked to raise the low temperature not enough But perfect under blankets",24,4593,"Great as usual no big complaints perfect bed",10,62,8.8
"6/30/2016",8.8,"The Montcalm At Brewery London City","United Kingdom","Nothing",3,2617,"Champagne and chocolate in our room on arrival Great staff lovely room would recommend",16,10,10
"4/18/2017",7.5,"Hilton London Metropole","United Kingdom","Was very disappointed with the hotel Was not value for money for any aspect Our room was scruffy and our view was awful We could not open the window even slightly so very stuffy to sleep in The breakfast experience was awful Felt like we were in a works canteen with the food matching this description too Would not stay here again",64,6977,"No Positive",0,1,4.2
"3/27/2017",8.8,"Park Plaza London Waterloo","Russia","The room is small and very cold turning the heater to its maximum didn t help guess the heater didn t work Had the room on the 1st floor with terrible view on construction site",36,1489,"Breakfast and location are very good",7,2,6.3
"8/1/2016",7.6,"Corus Hotel Hyde Park","United Kingdom","Hoovering and cleaning carried out while eating and drinking at lunchtime in the bar Some staff did not understand English Very small bedroom standard and bathroom with toilet right against wall and door",35,2562,"The location Able to leave suitcases with concierge after checking out",13,9,5.8
"7/11/2016",8.1,"DoubleTree by Hilton London Docklands Riverside","Denmark","No fridge",4,3826,"Good bed Ferry to other bank of Themes",10,3,7.1
"12/17/2015",8.1,"Copthorne Tara Hotel London Kensington","Ireland","It would appear that the word Discretionary has lost its meaning particularly when the customer no longer has a choice with regard to honest to God tipping Telephone charges within the UK are crazy not to mention the quality of your Wi FI",44,7105,"The Hotel is fine",5,2,7.1
"10/26/2015",7.4,"Catalonia Park Putxet","United Kingdom","This is a purpose built large hotel building built some time ago probably in the 70s so is looking a little tired now Don t expect personality or charm It is quite a way from the centre of Barcelona",40,3590,"The hotel was nice enough and had a gym with free chilled water",15,5,7.1
"9/5/2015",9.4,"Shangri La Hotel at The Shard London","United Kingdom","the restaurant do not taste so well than other shangrila hotel",12,2200,"the view of the room",6,8,8.8
"6/29/2017",8.3,"Melia White House Hotel","United Kingdom","The rooms did not supply decaffeinated tea we called reception requesting some and after 20 mins we still hadn t received any so when we called again we were told they didn t have any Was disappointed they couldn t have called the room to let us know this but equally disappointed that a hotel did not supply this",61,1871,"The location and the cleanliness",7,1,7.1
"4/17/2016",7.5,"Hilton London Metropole","United Kingdom","Bar at lobby could be more luxury Cheap glasses for scotch and dirt look tables doesn t help much",20,6977,"I stay often at this hotel It came by my surprise Daniel from the concierge upgrade me to the new renovated deluxe room That was That was what this hotel needed Renovate rooms",34,14,8.8
"5/9/2016",9.4,"Shangri La Hotel at The Shard London","United Kingdom","Milk was out of date in mini bar so coffee was an issue in the morning",18,2200,"overall experience in the room was excellent",8,1,9.6
"2/9/2016",8.4,"The Waldorf Hilton","Ireland","Not very welcoming",5,1479,"Good location",3,4,5.8
"4/7/2016",8.5,"H10 London Waterloo","United Kingdom","Breakfasts could be improved Hot dishes set out for earlier diners A little dried up if you had breakfast say 9am",22,1114,"A little pricey and not a central location but bus services are excellent",14,3,8.8
"3/12/2017",8.2,"Ramada Apollo Amsterdam Centre","United Kingdom","We paid extra for a room with a view and they gave us a room with a view of a main road and flats when the picture on the website was of the park We requested to change room and they gave us the same room just higher up therefore wrong again They apologised by giving us 1 free breakfast each and the shuttle back to the airport free I feel they could have just charged us for a normal room with no view as this is what we got Also we got there early so understood we couldn t check in but our room was literally ready just intime and we were sat there for a few hours whilst everyone else was able to get their room straight away So we waited hours for a room which was the wrong one wasn t a good start",149,5770,"Rooms are spacious bathroom is very big with a separate bath and shower cubicle The bed is very big and comfy with a TV on the end Breakfast was good but expensive",34,2,7.5
"12/29/2015",8.4,"Park Plaza County Hall London","United Kingdom","Air con didn t work Sleepless hot night",10,6117,"Lovely location",3,4,7.9
"5/12/2016",8.6,"The Pelham Starhotels Collezione","United Kingdom","It was quite expensive",5,833,"Staff were excellent genuine and friendly Loved the style of the hotel",13,22,9.2
"8/30/2016",7.7,"Best Western The Boltons Hotel London Kensington","United States of America","Bed to soft",4,1573,"Great location",3,3,8.8
"8/4/2016",7.8,"Hilton London Kensington Hotel","United Kingdom","D cor pretty basic with stains on walls etc",11,3801,"No Positive",0,1,7.5
"7/24/2017",9.1,"Ohla Eixample","United States of America","No Negative",0,978,"Great location in the middle of Barcelona Attentive and helpful staff Because there was a problem with our room ceiling leaking in the toilet they immediately evaluated the situation and moved us to a nicer room",38,9,10
"1/21/2017",8.7,"Best Western Premier Hotel Couture","Ireland","The televisions can be a little finicky",9,8177,"The hotel is one tram away from the centre yet far enough away to be peaceful and quiet all through the night",24,1,10
"11/9/2016",9,"H tel Baume","Greece","What was called deluxe room actually is a standard type room back side of the building and it s bathroom narrow and uncomfortable The breakfast very poor",29,253,"The location",3,42,6.3
"6/6/2017",8.3,"Bassano","Turkey","The worst thing after a long trip is to come to a hotel check in the room and find out that you have a room with no view I mean a view inside a narrow service void filled with pipes The receptionist reacted with a common answer that they are fully booked and have no other room available After insisting a bit the new answer was that they would change the room the next day One last try after 15 minutes with a little more threating attitute we were offered 2 options with floor to ceiling windows looking to the street So the question arises Why didn t they offer this room in the first place That I still dont know but I can assure you that I was not happy with the whole situation I also had to carry all the luggages by my self from the car to the room and from the old room to the new room which was not pleasent",167,513,"No Positive",0,9,7.5
"5/14/2017",8.2,"Hotel Le Chat Noir","Netherlands","No Negative",0,705,"Great friendly English speaking staff modern room with an excellent bathroom a spacious elevator luxury in Paris and great bedding and service Excellent location too a few steps off Blvd de Clichy but facing a quiet street Oh and there is a nice restaurant bar downstairs",48,5,10
"7/22/2016",8.1,"Hotel Claridge Paris","Estonia","No Negative",0,724,"Hotel is good and location is great Good choice of different food at breakfast",16,12,8.8
"12/26/2015",8.9,"Jaz Amsterdam","United Kingdom","The only downside for me was location It was a bit out the city of Amsterdam so the taxis were expensive at night Having said that there are late night busses operating if u choose not to take the taxis",42,7108,"No Positive",0,1,7.9
"1/14/2016",7.9,"Radisson Blu Portman Hotel London","United Kingdom","Heating was inadequate Eventually got an additional space heater",11,2308,"Nice friendly staff Upgraded when allocated room occupied",10,20,5.4
"3/15/2016",8.6,"Worldhotel Cristoforo Colombo","Saudi Arabia","For me Nothing at all",6,2875,"Great hotel location and among all of the important needs like shopping area metro shisha bars and restaurants etc",21,17,10
"2/16/2016",8,"Royal Saint Michel","Turkey","Nane the onay problem was on the lift Lift was so small",14,1193,"Breakfast quality Washington perfect Stuff was very friendly Room quality was perfect",13,14,9.6
"4/12/2016",8.3,"Andreola Central Hotel","United Kingdom","No Negative",0,1135,"The beds were sooooo comfy There was plenty of choice at breakfast Staff were very helpful There is a gelateria in the same road and restaurants nearby we found a market in Via Marcello on Tuesday",38,2,8.8
"4/30/2016",8.6,"Radisson Blu Edwardian Bloomsbury Street","United Kingdom","Can not think of anything",6,1641,"Staff very friendly and helpful Rooms spacious and very comfortable",11,2,9.6
"7/6/2017",8.1,"Hotel Da Vinci","Czech Republic","There is no restaurant nearby we have walked few kilometers unable to find anything opened If you want to eat you have to get in the city center Hotel have its own restaurant they have very good quality but price level was too much for daily eating",49,16670,"We have liked room with balcony 7th and 8th floor only Hotel have good parking and very good breakfast Since there is metro just 10 minutes of walk there was no need for taxi and big natural park just few steps away Also bed was big and very good",51,3,8.3
"1/27/2017",8.4,"Hotel Dei Cavalieri","Kuwait","The neighborhood is noisy",5,3445,"The breakfast buffet and the location",7,8,8.8
"6/7/2016",7.9,"Norfolk Towers Paddington","United Kingdom","When I walked in I had no makeup on and the room wasn t ready for 3 which is check in time 5 staff were at the reception and stared as I walked over none made themselves look welcome and they looked me up and down They didn t offer any drinks or show us to the bar they just sat us down in the lobby and ignored us However when I checked out the next day the same woman couldn t have been more friendly This time I had my makeup on I wouldn t recommend staying here unless you were looking for a tiny room to stay one night in Anything more would be a nightmare to stay in the box rooms",126,4065,"The food was good but they forgot to bring the drinks with room service so we had to phone down and remind them",24,1,5
